Title,Company,Location,Country,Type,Summary,Email,Website,Source,PostedDate,ScrapeDate
Softwareentwickler Java (m/w/d),Serviceware,Hamburg,Germany,,"Ihre Aufgaben Serviceware ist ein international aufgestellter Softwareentwickler für die Organisation von guten, digitalen und kostengünstigen Prozessen im Serviceumfeld. Seit April 2018 sind wir an der Börse notiert und verfolgen einen stetigen Wachstumskurs, mit aktuell über 400 Mitarbeitern. Unser Ziel ist dabei klar: Was SAP für ERP-Systeme ist, wollen wir für Serviceprozesse werden.  Am Standort Hamburg arbeitest du an unserem Produkt SABIO. SABIO ist eine Wissensmanagementsoftware und hilft vor allem Agenten in Helpcentern dabei, schnelle und richtige Antworten für ihre Gesprächspartner zu finden. Unsere Kunden (Commerzbank, Deutsche Bank, Deutsche Post, Telefónica, 1und1, Payback, RWE) schätzen die Software als ein intuitives Tool, das glückliche Menschen im Kundenservice ermöglicht.  Deine Aufgabe  Das Backend von SABIO besteht aus einer weltweit verfügbaren SaaS-Anwendung mit REST-API, die wir agil weiterentwickeln. Dazu verwenden wir Standards wie Java, Spring, Hibernate, Elasticsearch, Tomcat, SonarQube und Scrum. Und wir haben vor, unsere Suche über Machine-Learning (noch) intelligenter zu machen.  Und hier kommst du ins Spiel!  Du bist für die Pflege und Weiterentwicklung unserer Webanwendung zuständig. Du konzipierst neue Funktionen mit dem Produktmanagement. Du stehst in ständiger Abstimmung mit dem Produktmanagement und den anderen Backend- und Frontendteams. Ihr Profil Dein Profil  Wir glauben, dass dir ein abgeschlossenes Studium der Informatik oder auch eine fertige Ausbildung zum Fachinformatiker Anwendungsentwicklung in diesem Job helfen würde. Außerdem hast du bereits mehrere Jahre Berufserfahrung gesammelt.  Was du noch kannst?  Du überzeugst uns mit deiner Erfahrung in der Entwicklung von skalierbaren, Java-basierten Webanwendungen. Du trägst die Verantwortung für Deinen Code bis zum produktiven Einsatz. Wenn du Erfahrung mit Content Management-Systemen hast, ist dies von Vorteil. Genauso wenn du dich mit verteilten, serviceorientierten Architekturen auskennst. Du willst immer dazu lernen und interessierst dich auch außerhalb deiner Arbeitszeit für Softwareentwicklung und Webtechnologien. Du sprichst fließend Deutsch und gut Englisch. Deine Arbeitsumgebung  Auf dich wartet ein eingespieltes Team, das etwas bewegen will. Bei SABIO arbeitest du mit dem neuesten technischen Equipment (Macs) und die Möglichkeit zum Homeoffice wird gut und gerne genutzt. Darüber hinaus legen wir großen Wert darauf, genügend Raum für deine Weiterentwicklung zur Verfügung zu stellen.  Und sonst so?  Du kannst bei SABIO selbstständig arbeiten und Verantwortung übernehmen. Außerdem treffen sich alle Kollegen einmal in der Woche zum Teamlunch. Sei flexibel unterwegs. Wir subventionieren dein HVV-ProfiTicket. In unserer Lounge findest du alles, um auch private Partys zu rocken. Und wir bezahlen deinen Netflix-Account. Und: An deinem Geburtstag hast du frei. Happy Birthday!",,https://www.indeed.com/rc/clk?jk=e222fa3454622466&from=vj&pos=top&spon=1&adid=310262761&sjdu=_anrrlzeBTK4Sa1T0V-b5OeS2VGlScirKdFeFiKuV_UXSgtHDLoZh6SiLvz22fNlOfBiwQIy3NzJxj3nalT8l693lIJsYIk2mBEGO_klcXo,indeed,,2019-09-24 12:28:31
(Junior) Softwareentwickler (Java oder C#/.NET) (m/w/d),Explicatis GmbH,Köln,Germany,,"Explicatis ist ein inhabergeführter Spezialist für IT-Beratung und die Entwicklung individueller, anspruchsvoller Softwareprojekte. In unserem dynamischen Team arbeiten motivierte und gut ausgebildete Mitarbeiter mit Herzblut am Gelingen unserer Projekte. Die Zufriedenheit unserer Kunden, eine besondere Arbeitsatmosphäre im Team und die Leidenschaft für professionelle Softwareentwicklung und aktuelle Technologien treiben uns an.Als leidenschaftlicher (Junior) Java- oder C#/.NET-Entwickler (m/w/d) setzt Du Dich bei uns mit neuen Technologien auseinander, bringst Deine Ideen in Projekten eigenverantwortlich ein und gestaltest in einem modernen Arbeitsumfeld aktiv mit.Auch mit Berufserfahrung ist Deine Bewerbung bei uns natürlich herzlich Willkommen, da wir auch vielfältige Einsatzgebiete für Senior-Softwareentwickler (m/w/d) haben.Unsere Aufgaben - Deine Perspektive Du konzipierst und entwickelst innovative Software in den Bereichen Web und Intranet für unsere Top-KundenDu entwickelst objektorientierte Software in agilen und klassischen VorgehensmodellenDu erstellst Anforderungsanalysen und wirkst aktiv bei der fachlich-technischen Konzeption mitDu hast die Möglichkeit eigenverantwortlich abwechslungsreiche Aufgaben in allen Phasen der Systementwicklung zu übernehmenDu arbeitest eng mit Deinen Teammitgliedern zusammenUnsere Erwartung - Deine Fähigkeiten Du hast Dein Studium in Wirtschaftsinformatik, Medieninformatik, Informatik oder in einer vergleichbaren Fachrichtung erfolgreich abgeschlossen oder eine vergleichbare Ausbildung mit mehrjähriger Berufserfahrung absolviertDu verfügst über Kenntnisse in Java oder C#/.NET, idealerweise in der aktuellen VersionDu hast bereits Erfahrung oder hast Interesse am Erlernen von JPA mit Eclipselink, Hibernate, Spring, Spring MVC, Vaadin, Entity Framework oder ASP.NET MVCDu testest Deine eigenen Quelltexte und empfindest Test- und Qualitätsmanagement als wesentliche Querschnittsaktivität in der SoftwareentwicklungDu bist routiniert im Umgang mit relationalen DatenbanksystemenDie Mitarbeit an innovativen Softwareprojekten ist Deine LeidenschaftAusgeprägtes analytisches Denkvermögen und eine zielorientierte sowie strukturierte Arbeitsweise zeichnen Dich ausUnsere Versprechen - Deine VorteileObst-, Müsli- und Club Mate- sowie weitere Getränke-Flatrates sorgen für Dein leibliches Wohlbefinden bei der ArbeitWir veranstalten regelmäßige Teamevents, wie beispielsweise sportliche Aktivitäten, gemeinsames Frühstücken, Firmenfeiern uvm.Du findest flache Hierarchien, offene Türen, direkte Kommunikation und eine besondere Arbeitsatmosphäre vorDich erwarten abwechslungsreiche Aufgabengebiete und die Mitarbeit in anspruchsvollen und spannenden IT-ProjektenRegelmäßige Feedback-Gespräche sind fester Bestandteil unserer UnternehmenskulturZudem steht Dir ein Mentor von Tag eins an begleitend und unterstützend zur SeiteDu arbeitest in einem komfortablen Büro an einem modern ausgestatteten Arbeitsplatz mit guter VerkehrsanbindungWir bilden uns regelmäßig fort, beispielsweise durch den Explicatis Experts Exchange, unsere Vortragsreihe „Wissensdurst“ und stellen Dir vielfältige Weiterbildungsmaßnahmen zur VerfügungWir bieten Dir ein attraktives Vergütungsmodell, flexible Arbeitszeitmodelle und überdurchschnittliche Sozialleistungen (bspw. Maximalzuschuss zur betrieblichen Altersvorsorge, Job-Ticket, Fitnessclub-Mitgliedschaft, 30 Tage Urlaub)Unsere Zukunft - Deine Zukunft?Setze Dein theoretisches Wissen in die Praxis um und stelle Deine Fähigkeiten und Qualifikationen bei uns unter Beweis. Du bist auf der Suche nach dem idealen Unternehmen, um Dich frei zu entfalten und weiterzuentwickeln? Du willst branchenübergreifend für bekannte Top-Kunden arbeiten? Du möchtest vielfältige und spannende Projekte aktiv mitgestalten und Verantwortung übernehmen?Dann bist Du bei uns genau richtig! Gerne kannst Du Dich auch direkt im Anschluss an Dein erfolgreich absolviertes Studium bewerben. Wir freuen uns auf Dich!Sende uns Deine aussagekräftige Bewerbung an karriere(at)explicatis.com. Deine Ansprechpartnerin ist Isabella Schöllgen.Art der Stelle: Vollzeit",,,indeed,,2019-09-24 12:28:35
Java/JEE-Entwickler (m/w/d) in Berlin,IVU Traffic Technologies AG,Berlin,Germany,,"Wir suchen Java/JEE-Entwickler (m/w/d) die im Team sowohl individuelle Kundenlösungen realisieren als auch unsere Produkte zur Standortplanung (IVU.locate) oder zur Wahlorganisation (IVU.elect) weiterentwickeln die komplexe Anforderungen mit Hilfe modularer Architektur in robuste und hochwertige Software umsetzen die mitdenken, mit ihren Lösungen überzeugen und Verantwortung übernehmen Als Java-Entwickler (m/w/d) arbeiten Sie mit Java 8, JEE, JSF, Hibernate, Maven, JavaScript, CSS3 und SQL– was Sie noch nicht kennen, lernen Sie bei uns gestalten Sie unsere Produkte von der Anforderung über die Implementierung bis hin zur Auslieferung mit konzipieren und entwickeln Sie neue Features in kurzen Zyklen als Teil eines agil arbeitenden Teams hinterfragen Sie eingesetzte Technologien, Methoden und Entwicklungsprozesse und tragen so zur Verbesserung der Software und der Arbeitsweise des Teams bei Wir freuen uns auf Kollegen (m/w/d) die mit informatischen Tiefgang und einem klaren Ziel vor Augen zuerst das Problem verstehen, bevor sie mit der Implementierung beginnen die den Gestaltungsspielraum eines international tätigen Mittelständlers und die Zusammenarbeit in einem offenen und lebendigen Team schätzen Interessiert?",,https://www.indeed.com/rc/clk?jk=1f6d368104c3ab5a&from=vj&pos=top&spon=1&adid=303697978&sjdu=6g38TWau287mb0L9pTQqu4wXCvymQ3ajw6z8PLmUgssw-sT7mpze0CLTZsDh9JnbodaipwmeaxYDuqYAgWkcODLWQw9RacKEMB9IHbSvqPWe8whTpJIv6xa6OZ-0frYV,indeed,,2019-09-24 12:28:38
Java Entwickler,Das Büro am Draht GmbH,Berlin-Kreuzberg,Germany,,"Wir sind das Bü*ro am Draht. Mit 100 Kolleginnen und Kollegen entwickeln wir seit 1995 moderne und individuelle Web-Applikationen f*ür Kunden wie die Audi AG und weitere Konzernmarken der Volkswagen AG. Von der Konzeption über die Umsetzung und den Betrieb bis zum internationalen Rollout beraten und begleiten wir unsere Kunden über viele Projekte und Jahre hinweg. Dabei entwickeln wir nicht nur mit Leidenschaft, sondern auch mit der neuesten Technologie.Java Backend Entwickler (m/w/d)AUFGABENGEBIETEKonzeption und Analyse von Software- und Systemarchitekturen im Kontext der Datenkonsolidierung und -analyseEntwurf und Implementierung von WebServices in einem agilen ArbeitsumfeldAnforderungsanalyse und Konzeption von technischen LösungenTestautomatisierung mit JUnit und Spring Test-FrameworkANFORDERUNGENAbgeschlossenes IT Studium/Ausbildung oder vergleichbare ErfahrungenPraxiserfahrung bei der Implementierung von Softwarelösungen in Java (ab Version 8)Gute Kenntnisse im Umgang mit Springboot (ab Version 1.5) / Spring (ab Version 4.x), REST, JUnitErfahrung mit Maven und GitCI VerständnisLeidenschaft für Clean CodeAusgeprägtes abstraktes DenkvermögenEIN PLUS SINDKenntnisse in Docker (Kubernetes)Erfahrung mit Elasticsearch StackFreude an Analyse und StatistikUNSER ANGEBOT eigenverantwortliches Arbeitenein freundliches und entspanntes Arbeitsumfeld in einemetablierten Unternehmen mit hohem Anspruch an KollegialitätFort- und Weiterbildung in Form von Konferenzen,internen Tech-Talks und andere interdisziplinäre Austauschformate(Workshops, Offsites)ein attraktives Gehalt und flexible Arbeitszeitenviele weitere Benefits, wie kostenlose Getränke, gemeinsames Frühstückam Montag, frisch gekochtes Essen dreimal in der Woche,betriebliche Altersvorsorge und regelmäßige FirmeneventsArt der Stelle: VollzeitBerufserfahrung:Informatik: 3 Jahre (Bevorzugt)Java: 3 Jahre (Bevorzugt)Software Entwicklung: 3 Jahre (Bevorzugt)",,,indeed,,2019-09-24 12:28:42
Softwareentwickler Java (m/w/d),Serviceware,Hamburg,Germany,,"Ihre Aufgaben Serviceware ist ein international aufgestellter Softwareentwickler für die Organisation von guten, digitalen und kostengünstigen Prozessen im Serviceumfeld. Seit April 2018 sind wir an der Börse notiert und verfolgen einen stetigen Wachstumskurs, mit aktuell über 400 Mitarbeitern. Unser Ziel ist dabei klar: Was SAP für ERP-Systeme ist, wollen wir für Serviceprozesse werden.  Am Standort Hamburg arbeitest du an unserem Produkt SABIO. SABIO ist eine Wissensmanagementsoftware und hilft vor allem Agenten in Helpcentern dabei, schnelle und richtige Antworten für ihre Gesprächspartner zu finden. Unsere Kunden (Commerzbank, Deutsche Bank, Deutsche Post, Telefónica, 1und1, Payback, RWE) schätzen die Software als ein intuitives Tool, das glückliche Menschen im Kundenservice ermöglicht.  Deine Aufgabe  Das Backend von SABIO besteht aus einer weltweit verfügbaren SaaS-Anwendung mit REST-API, die wir agil weiterentwickeln. Dazu verwenden wir Standards wie Java, Spring, Hibernate, Elasticsearch, Tomcat, SonarQube und Scrum. Und wir haben vor, unsere Suche über Machine-Learning (noch) intelligenter zu machen.  Und hier kommst du ins Spiel!  Du bist für die Pflege und Weiterentwicklung unserer Webanwendung zuständig. Du konzipierst neue Funktionen mit dem Produktmanagement. Du stehst in ständiger Abstimmung mit dem Produktmanagement und den anderen Backend- und Frontendteams. Ihr Profil Dein Profil  Wir glauben, dass dir ein abgeschlossenes Studium der Informatik oder auch eine fertige Ausbildung zum Fachinformatiker Anwendungsentwicklung in diesem Job helfen würde. Außerdem hast du bereits mehrere Jahre Berufserfahrung gesammelt.  Was du noch kannst?  Du überzeugst uns mit deiner Erfahrung in der Entwicklung von skalierbaren, Java-basierten Webanwendungen. Du trägst die Verantwortung für Deinen Code bis zum produktiven Einsatz. Wenn du Erfahrung mit Content Management-Systemen hast, ist dies von Vorteil. Genauso wenn du dich mit verteilten, serviceorientierten Architekturen auskennst. Du willst immer dazu lernen und interessierst dich auch außerhalb deiner Arbeitszeit für Softwareentwicklung und Webtechnologien. Du sprichst fließend Deutsch und gut Englisch. Deine Arbeitsumgebung  Auf dich wartet ein eingespieltes Team, das etwas bewegen will. Bei SABIO arbeitest du mit dem neuesten technischen Equipment (Macs) und die Möglichkeit zum Homeoffice wird gut und gerne genutzt. Darüber hinaus legen wir großen Wert darauf, genügend Raum für deine Weiterentwicklung zur Verfügung zu stellen.  Und sonst so?  Du kannst bei SABIO selbstständig arbeiten und Verantwortung übernehmen. Außerdem treffen sich alle Kollegen einmal in der Woche zum Teamlunch. Sei flexibel unterwegs. Wir subventionieren dein HVV-ProfiTicket. In unserer Lounge findest du alles, um auch private Partys zu rocken. Und wir bezahlen deinen Netflix-Account. Und: An deinem Geburtstag hast du frei. Happy Birthday!",,https://www.indeed.com/rc/clk?jk=e222fa3454622466&from=vj&pos=top&spon=1&adid=310262761&sjdu=_anrrlzeBTK4Sa1T0V-b5OeS2VGlScirKdFeFiKuV_UXSgtHDLoZh6SiLvz22fNlOfBiwQIy3NzJxj3nalT8l693lIJsYIk2mBEGO_klcXo,indeed,,2019-09-24 12:28:46
Softwareentwickler (m/w/d) Java,Gauselmann Group,Lübbecke,Germany,,"Softwareentwickler (m/w/d) Java an unserem Standort in Lübbecke Ihre Aufgaben: Als Softwareentwickler (m/w/d) Java sind Sie in unserem Team der Experte für die Entwicklung von Web- und Desktop-Anwendungen. Zudem gehören das Designen und die Planung neuer Produktanforderungen sowie die Erstellung grafischer Benutzeroberflächen und Mockups zu Ihren Tätigkeiten. Abgerundet wird Ihr vielfältiges Aufgabengebiet mit der Weiterentwicklung und Pflege bestehender Server- und Webanwendungen. Ihre Qualifikationen: Erfolgreich abgeschlossenes Studium im Bereich der Informatik oder eine vergleichbare Ausbildung Sehr gute Java Kenntnisse sowie Erfahrungen in den Bereichen Netzwerke, Datenbanken und Webtechnologien Gute Kenntnisse im Bereich relationaler Datenbanken (PostgreSQL) Kenntnisse in ZKOSS Framework, Spring Framework, JPA, Webserver TomCat und Application Server GlassFish, EJB, Maven, Unit Tests, REST WebService Kenntnisse HTML, CSS, JavaScript Flexibilität, Engagement, Zuverlässigkeit und Teamfähigkeit Das erwartet Sie bei uns: Familiengeführte Unternehmensgruppe mit einem lebhaften und internationalen Unternehmensumfeld Offene und freundliche Unternehmenskultur und Kommunikation auf Augenhöhe Vielfältige Karrieremöglichkeiten innerhalb der kompletten Unternehmensgruppe Das Unternehmen Wir sind die Ideenschmiede unserer Gruppe! Das Ergebnis - innovative Unterhaltungsspielgeräte - entwickeln, produzieren und vertreiben wir. Wir sind das Team, in das Sie sich einbringen können und sollen. Wir wachsen stetig und bewegen uns in einem lebhaften Umfeld. Wir denken und kommunizieren offen. Wir sind alles, außer gewöhnlich – und das seit über 60 Jahren!  Vielen Millionen Menschen bietet unsere Unternehmensgruppe beste Unterhaltung. Weltweit. Innovation, Internationalität und Spitzentechnologie – dafür stehen die aktuell über 13 000 engagierten Menschen unter der Merkur Sonne. Gestalten Sie jeden Tag mit und werden auch Sie ein „Spielemacher“! Sie haben Fragen? Wir sind für Sie da!  Telefon: +49 5772 49345 WhatsApp: +49 151 16219977  adp Gauselmann GmbH Ilka-Diana Kaufmann Interesse? Dann freuen wir uns auf Ihre Bewerbung! Bitte geben Sie auch Ihren möglichen Eintrittstermin und Ihre Gehaltsvorstellung an. Bewerben Sie wünschen weitere Infos? www.adp-gauselmann.de Xing",,https://www.indeed.com/rc/clk?jk=0228ec68f35d4f04&from=vj&pos=top&spon=1&adid=309723676&sjdu=Zsl4IHK8Jt3HI_0dQuFDmZVBIvptbt2jMOIfPn_VhBCPoa-yZ2lBr-NIgFvq1-Ma0UgMorJ4cpTHf_Ceuc16UgOV3MNoNbAzVvwEwnbe_jRpN_9Ss3RcnrNyJt-EzMvzruXC_8EMNIlInF3v6k0flBZIhpEN39M_r4VJke4A5CIIx5YTF9AMSGcm9gRv9I8e-hlgt1BEyrOP3vWZokakEQ,indeed,,2019-09-24 12:28:48
Junior Software Engineer (m/f/x),Netcentric,Berlin,Germany,,"Job Description  Do you have a passion for software development and want hands-on experience to start your career? Returning for the 5th year in a row is our Netcentric Academy! Will you take on the challenge? Why: Jumpstart your career as a Software developer and learn from our experts in the field. Who: We're looking for recent graduates in computer science or related studies who fulfil the below requirements. Where: The Netcentric office is in sunny and beautiful Barcelona, Spain. When: The Netcentric Academy training program takes place starting November 4th, 2019 and lasts 7 weeks. What: Join our team as a junior developer (backend) and we provide 7 weeks hands-on training in our Barcelona office, all expenses paid! After successfully completing the Academy, you go back and join your local Netcentric team in Munich, Frankfurt, Berlin or Dresden and start working on projects. The Netcentric Academy training program ensures our new Junior Developers hit the ground running. From day one, you will be signed on as part of the Netcentric team and getting the right training to contribute in projects. for more information, visit: https://www.netcentric.biz/careers/netcentric-academy.html Next steps: If you think you're the right fit, apply now.  Qualifications  A proactive mindset, who shares ideas and brings them to life. We are looking for your passion, not your experience. Bachelor’s Degree in Computer Science or an equivalent professional education. Passionate about software development and web applications. For brownie points, add links to your personal website projects on your CV. Knowledge of Java and Servlets. Have used or develop RESTful Web Services and knows how to properly handle Json. A maniac Unit tester. Can't conceive how to develop without testing. A team player who helps and supports colleagues: you are as strong as your team. Fluent level in English and German Eligibility to work within the EU and/or Switzerland. Additional Information  At Netcentric you get: Permanent contract 30 working days of vacation Flexible working hours, with respect to project needs Recognition bonus system Continuous training and coaching Training, certification and conference attendance based on personal development goals Dynamic and international team Sponsored gym membership Great offices in every city Many off-site company events, including our annual company summit Apple work equipment Everyone has a voice, we are a Holacracy organization",,https://www.indeed.com/rc/clk?jk=35c14235f0a16220&from=vj&pos=top,indeed,vor 7 Stunden,2019-09-24 12:28:51
Java Developer,PeopleDoc - Berlin,Berlin,Germany,,"PeopleDoc is on a mission to revolutionize how every HR function provide services to their employees.  Our unique state of the art HR Service Delivery platform provides HR teams with the tools they need to provide great services while considerably decreasing the manual work behind the scenes and allowing companies to go paperless in their administration.  The PeopleDoc HR Service Delivery platform helps HR teams more easily answer employee requests on demand, automate employee processes, across multiple locations. PeopleDoc serves more than 1000 clients with employees in 180 countries in 12 languages with a 100% customer retention rate. PeopleDoc is now a part of Ultimate Software. Ultimate Software is a Leader for Cloud HCM Applications.  More information is available at www.people-doc.com. ( http://www.people-doc.com. )  Job Description/ Job Summary: PeopleDoc is looking for experienced and talented developers who love working with microservice architecture built on top of a Lot of Java/Dropwizard & more and more Scala/Play. PeopleDoc has been growing like crazy during the last 4 years, and hopefully it's not going to stop! The R&D teams is always in the process of improving our application for our users and supporting the incredible growth of PeopleDoc.  In this role, you will work closely with product owners, UX developers, SRE, DBAs, Support teams, and other web engineers to push forward the implementation of new features while also helping us to scale our platform. As a member of one of our feature teams, you will join a friendly and talented group of Java developers, within a dynamic, forward looking company, facing great engineering challenges.  Our stack includes: Java, Scala, PlayFramework, Python/Django, PostgreSQL, Redis, ElasticSearch, RabbitMQ, Ansible, ember.js  The successful candidate will be required to:  Design, ship and test new features in collaboration with the Product Team Use your deep understanding of web technologies and APIs to advise on the system's architecture Push your code in production, improve our deployment process and monitor it Analyze, rethink and refactor the code to scale the application Write unit, functional and performances tests Contribute to our OpenSource Projects  Competencies required:  The ability to write tested, production grade Java 8 code Extensive SQL skills A solid understanding of Linux development, and a DevOps mindset (we use Ansible to manage configuration, and you are expected to deploy your own application and features) Like to learn & share, you are passionate and humble about your skills Be user focused – ultimately, we are are working for our users Excellent communication skills. As a team and international company we communicate mostly in English, but R&D is based in Paris, so French is mandatory Computer Science degree is viewed favorably  ",,https://www.indeed.com/rc/clk?jk=fe26547b79ee5e55&from=vj&pos=top,indeed,vor 9 Monaten,2019-09-24 12:28:54
Senior Java Developer,Linelko,Berlin,Germany,"['Full-time,', 'Part-time']","We are looking for a Senior Java Developer to manage the software development life cycle, from planning and prioritizing to testing and release. Senior Java Developer Responsibilities include gathering system and user Requirements, building Java modules and testing features before release. If you have hands-on experience developing software with agile methodologies and are ready to lead our junior developers, we’d like to meet you. Ultimately, you will deploy and maintain functional, secure and high-quality applications. Responsibilities Identify and analyze user Requirements Prioritize, assign and execute tasks throughout the software development life cycle Develop Java EE applications Write well-designed, efficient code Review, test and debug team members’ code Design database architecture Schedule product releases with internal teams Document development phases Ensure our applications are secure and up-to-date Requirements Work experience as a Senior Java Developer or similar role Experience designing, building and testing Java EE applications Experience with Object-Oriented Design Good delegation and time management skills Problem-solving abilities",,https://www.indeed.com/rc/clk?jk=911f56b993e06edb&from=vj&pos=top,indeed,vor 5 Tagen,2019-09-24 12:28:56
Java Developer - Open Source,Camunda,Berlin,Germany,,"At Camunda, we have a simple goal: To help any organisation solve their workflow automation problems. All the way from Zalando’s online shop to NASA’s space missions, workflows are everywhere, and Camunda is the technology of choice when it comes to automation. One of the fastest growing companies in EMEA as ranked by Deloitte in 2018, Camunda is headquartered in Berlin, Germany, with offices in San Francisco, Denver, and New York, we are a diverse team of more than 100. Our more than 250 Enterprise customers include AT&T, 24 Hour Fitness, Zalando,T-Mobile and Universal. We are looking for developers who enjoy solving complex problems and implementing elegant solutions. As a developer at Camunda you'll be empowered to make your own decisions and you can always rely on the help and input of your teammates at the same time. WHAT YOU'LL DO Design and implement new features based on customer and community feedback using technologies like Java, Spring, Java EE, SQL, Jenkins etc. Discuss architecture and best practices with your teammates Improve our codebase by engaging in regular code reviews and adding meaningful tests Represent our projects in the community forums Work on a popular open source project that is being used worldwide (checkout an examples and the underlying source code at github.com/camunda) WHO YOU ARE You are passionate about writing clean code and have 2+ years experience in doing so You don't like boring work, favor a focused approach to getting things done and prefer a quality-conscious way of programming (i.e. test-driven) You like to work with open source technologies WHAT WE HAVE TO OFFER: A fast-growing, yet profitable and stable startup based centrally in Berlin Kreuzberg. A company with a 4.9 glassdoor rating and a 100% CEO approval. A team of wonderful and highly qualified colleagues working in a friendly and agile environment (Kanban) Freedom of choice for your technical equipment, e.g. Mac or Linux or Windows Flexible working conditions and ability to work from home. Our core hours are from 10 a.m. to 3 p.m.! Spend 10% of your working time on your own pet projects Competitive Salary & Full Benefits, incl. 30 Days of paid vacation Free Sports Club passes Free German and English classes A phenomenal view over Berlin, with free beverages, fruits, cereals, snacks, ice cream and beer (also home-brewed) Camunda is an equal opportunity employer and we value diversity at our company. Did we pique your interest, apply now and learn more. For complete list of jobs at Camunda, please check out: www.camunda.com/career/.  Job code: #LI-NC1",,https://www.indeed.com/rc/clk?jk=4017e1a5bb90aad6&from=vj&pos=top,indeed,vor 8 Monaten,2019-09-24 12:28:59
Test Automation Engineer,Joblift GmbH,Berlin,Germany,,"We are looking for an experienced QA/Testing engineer, with experience of testing browser-based business applications. This person would have the opportunity to be part of an agile software development team to tackle a number of exciting leading-edge software products which have a significant and direct business impact. We will be building web applications, deploying with automated testing and deployment, using modern best-of-breed web technologies. This role is ideally suited to a candidate who has a solid track record of automated testing of web applications. You will have the chance to shape the automated testing of projects across the company and bring your expertise to an enthusiastic audienceYour exciting responsibilities include: Expanding our existing test automation framework and test coverage.Developing new tests and tools for our frontend, backend, CI/CD.Working with the product team and other development teams to understand how new features should be tested, and then engage them in contributing automated tests.Working with engineers to define and implement mechanisms to inject testing earlier into the software development process.Identifiying and driving the adoption of best practices in code health, testing, testability, and maintainability. You should know about clean code and the test pyramid, and champion these concepts.Analyzing complex software systems and collaborating with others to improve the overall design, testability and quality.Striving for the fastest feedback possible. Test parallelization should be a top priority.Configuring automated tests to execute reliably and efficiently in CI/CD environments.Tracking and communicating test results in a timely, effective, and automated mannerIdeally you bring: Degree in Informatics, Computer Sciences, Software Engineering, or comparableStrong experience developing in Java3+ years of experience in IT with manual testing for both backend and frontendExperience in agile environmentAbility to communicate clearly and accurately with both stakeholders, developers and other team members in writing and in personExperience using test automation tools like Selenium and CucumberRelevant work experience in software development and/or test automationExperience with Continuous Integration systems (e.g., Jenkins, Travis, GitLab)Knowledge of Docker containers, Kubernetes is an added advantageWhat we offer: A unique opportunity to be part of a Series A funded startup that is eager to continue it’s high growth rateDirect exposure to product development, business management and strategyCutting-edge technology stackAn international and fast-paced working environment based on our core values; ownership & accountability, eagerness & curiosity, as well as entrepreneurshipA very transparent information policy with flat hierarchies that value the individualAn energetic team of passionate and skilled people with fast decision-making procedures consisting of industry leaders, senior leadership and hungry entrepreneursUrban Sportsclub MembershipAdditional information: Start: asapLocation: Berlin, MitteWe are especially happy about applications from people with disabilities!If you want to support our team and be part of one of the fastest-growing Tech startups, apply now!Art der Stelle: Vollzeit",,,indeed,vor 5 Tagen,2019-09-24 12:29:01
Java- / Android-Entwickler (m/w),appsynatics GmbH,Berlin,Germany,,"Zu deinen Aufgaben zählen: Umsetzung und Mitgestaltung von innovativen Features für unsere Android-Apps Enge Zusammenarbeit mit Designern und Backendentwicklern sowie Mitwirkung an der Erarbeitung von Softwarearchitekturen Entwurf und Entwicklung benutzerfreundlicher Oberflächen sowie Gewährleistung einer hohen Usability und Performance Umfassende Qualitätssicherung mittels automatisierter Tests Flexibles Arbeiten nach agilem Konzept   Was du mitbringst: Erfolgreich abgeschlossenes Hochschulstudium der Informatik, eine Ausbildung als Fachinformatiker oder eine vergleichbare Qualifikation - alternativ umfassende Erfahrungen als Android App Entwickler Fundierte Kenntnisse in JAVA / Android SDK Gutes Know How in Web-Technologien (REST, JSON, XML, HTTP) Gute Kenntnisse im objektorientierter Programmierung, Software-Architekturen und Design-Patterns Kenntnisse von AndroidStudio / IntelliJ-IDEA Erfahrungen mit Unit Testing / UI Testing Sicherheit im Umgang mit git Spaß an der Arbeit und Begeisterung für innovative Ideen in der App-Entwicklung Hoher Qualitätsanspruch Gute Teamfähigkeit, hohe Einsatzbereitschaft, selbstständiges Arbeiten und eine schnelle Auffassungsgabe Gute Deutsch- und Englisch-Kenntnisse   Was wir dir bieten: Innovatives Umfeld mit modernsten Technologien Attraktives Gehalt zuzügliche interessanter Benefits Betriebliche Altersvorsorge mit Arbeitgeberzuschuss Volle Flexibilität im Arbeitsalltag durch Gleitzeit, Stundenkonto inkl. Überstundenregelung und Home Office Möglichkeiten Sende deinen Lebenslauf mit Projektliste per Email an:  jobs@appsynatics.com z.Hd. Herrn Oliver Apel appsynatics UG (haftungsbeschränkt) Großbeerenstraße 2-10 12107 Berlin",['jobs@appsynatics.com'],https://www.indeed.com/rc/clk?jk=6ceee97f4b53bec4&from=vj&pos=top,indeed,vor 27 Tagen,2019-09-24 12:29:04
